artist,album,genre,firstRelease,format,fullDate,mainLanguage,cityUa,cityEn,label,sex,artistLink,albumLink
Dilla Dank,DANK,hip-hop / rap,no,lp,26.06.2021,ru,Київ,Kyiv,Dirty Station,M,https://www.instagram.com/dilladank/,https://music.youtube.com/playlist?list=OLAK5uy_m4vz2H9ZoNAmZgylyOhqOvUOUw99D-5CQ
DiMi,Other side of the moon,hip-hop / rap,yes,lp,28.02.2021,ru,Кременчук,Kremenchuk,self-made,M,https://www.facebook.com/dimi.theartofrap,https://soundcloud.com/di-mi-63205850/sets/other-side-of-the-moon
DINAMIKA,Воспоминания,electronic,yes,lp,08.10.2021,ru,Дніпро,Dnipro,self-made,M,https://www.instagram.com/mesd.cptn/,https://music.youtube.com/playlist?list=OLAK5uy_lF4UHPlbEuRdI0FV2dx4rhcVjSG2TjMXo
Disappeared Completely, Contradictions,alternative,no,ep,30.10.2021,eng,Київ,Kyiv,Mnogo Vody,Mix,https://www.instagram.com/disappearedcompletely/,https://music.youtube.com/playlist?list=OLAK5uy_mnxEYACjTX6WHVLiEn_9HohIK7AnpRU80
DISTiNcT,Порожнеча,metal,no,lp,24.04.2021,ua,Ужгород,Uzhhorod,self-made,M,https://www.facebook.com/distinctmusic1/,https://distinctua.bandcamp.com/album/-
DivAdzhu,Неформат,electronica,yes,ep,15.09.2021,"ua, ru",Львів,Lviv,Musicwithlove,Mix,https://www.instagram.com/divadzhu/,https://music.youtube.com/playlist?list=OLAK5uy_l_ercOb4NaWhZQ0qc9gCxy0UomTx_18X8
Dj Shon,Fallen Leaves,electronic,no,lp,06.11.2021,-,Львів,Lviv,Kickit Records,M,https://www.facebook.com/djshonkickit,https://music.youtube.com/watch?v=mzm8rXT4fAA&list=OLAK5uy_mSnHnNX9pLpX566OI6x7cAHPjaN869Frk
DJ Shon,Raw Cutz Beattape 2013-2018,hip-hop / rap,no,lp,17.09.2021,en,Львів,Lviv,Kickit Records,M,https://www.facebook.com/djshonkickit/,https://music.youtube.com/watch?v=FoBDzRZMkEw&list=OLAK5uy_muMqpx2vmyLyCyJ8wTdHmgnbfe7ub5-pI
Dmytro Choni,"Debussy, Ginastera & Others: Piano Works",classical,no,lp,22.05.2021,-,Київ,Kyiv,Naxos,M,https://www.facebook.com/DmytroChoniPianist/,https://music.youtube.com/playlist?list=OLAK5uy_mXih5g5sQHSKZz6x9VX_-8IE4grsdtKOg
Dorydory,I Wanna End Me,hip-hop / rap,no,lp,03.03.2021,ru,Харків,Kharkiv,Noah Music,M,https://www.instagram.com/dorydorydorydorydory/,https://music.youtube.com/watch?v=ttNNqwi2YgU&list=OLAK5uy_lD7esx22O10F_Xme3-6WctTtuwdmhnnJw
DP's PowerSquad,Mysterizer,metal,no,lp,31.07.2021,en,Ужгород,Uzhhorod,self-made,M,https://www.facebook.com/dpowersquad,https://music.youtube.com/watch?v=ulpbco9DPy8&list=OLAK5uy_kgmzDx-vFWkrDnrZK0fl1Jdp2A-Aou6JU
Dronny Darko,Origin,electronic,no,ep,31.03.2021,-,Київ,Kyiv,Cryo Chamber,M,https://www.facebook.com/dronnydarko/,https://music.youtube.com/watch?v=rF5Y7xaXdwc&list=OLAK5uy_ku9ROzPsfZUPGIb3qCExCtcZtjuKnpwCg
Dronny Darko & ProtoU,Metta,electronic,no,lp,23.06.2021,-,Київ,Kyiv,Cryo Chamber,Mix,https://www.facebook.com/dronnydarko/,https://soundcloud.com/cryo-chamber/sets/dronny-darko-protou-metta
Drop The Roof,Reborn​.​Hope,alternative,yes,ep,15.08.2021,en,Одеса,Odesa,self-made,M,https://www.facebook.com/droptheroof/,https://music.youtube.com/watch?v=cugGTeiVw9M&list=OLAK5uy_nbrO4CyEGzSlCoDjpacs_YDuPWZg5pqlU
Dying Grotesque,Sunflower Tide,metal,yes,lp,06.06.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/Dying-Grotesque-103488991282367/,https://music.youtube.com/watch?v=C8cRJLMh_A4&list=OLAK5uy_noHuEBxbV1nAt7zQHeyzVt9DA9HqHVVKM
Dysphoria,Primal Entropy,metal,no,lp,13.11.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/dysphoriaband,https://music.youtube.com/playlist?list=OLAK5uy_mTR-ATjyKU4jKrkT4grQ-V-TfwK9vtGug
DZ'OB,Deconstruction,electronic,no,lp,04.12.2021,-,Дніпро,Dnipro,Dnipropop,Mix,https://www.instagram.com/dzob.ensemble/,https://music.youtube.com/playlist?list=OLAK5uy_lk0cRJNPvpyvTZgyvcLj3kmDyIIKTWm4g
Earmake,"Beyond Reality
",electronic,no,ep,08.04.2021,-,Харків,Kharkiv,self-made,M,https://www.facebook.com/earmakeofficial/,https://music.youtube.com/playlist?list=OLAK5uy_nTR7dRup6o7__j8hohtojX_Ynzn-OnKDE
Earmake,Cosmic Hero 2,electronic,no,lp,16.10.2021,-,Харків,Kharkiv,"NRW Records, under exclusive license to NewRetroWave, LLC",M,https://www.facebook.com/earmakeofficial/,https://music.youtube.com/playlist?list=OLAK5uy_n0xzeATAmhUc2FZscEBXhzvQmd6RvFZmk
Edvard Kravchuk,In Itself,new age,no,lp,18.12.2021,-,Київ,Kyiv,self-made,,https://www.instagram.com/edvard_kravchuk/,https://music.youtube.com/playlist?list=OLAK5uy_nymEYgwKRzAum_SBqhPJILFcBqniyKtdQ
Edvard Kravchuk,L. I.. Y...,new age,no,lp,16.03.2021,,Київ,Kyiv,self-made,M,https://www.instagram.com/edvard_kravchuk/,https://music.youtube.com/playlist?list=OLAK5uy_kHa1ZZPUNO4RqFRj4DuCQAH3ATlFi8ycs
Ella,SUPERFRESH,pop,yes,lp,27.11.2021,ru,"Донецьк, Москва","Donetsk, Moscow",self-made,F,https://www.instagram.com/ella_spela/,https://music.youtube.com/watch?v=9xN4_mjRUHE&list=OLAK5uy_m9eXg7ee3LJ912KSB2mLByFsIAoeceM7Y
Endless Melancholy,A Perception of Everything,new age,no,lp,16.03.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/endless.melancholy/,https://music.youtube.com/watch?v=C4r2yFqylXc&list=OLAK5uy_kzzopBR2IPu2IuHLs3xf6h8nPmCZVWfwU
Endless Melancholy,Blue Tomorrows / Forever In A Moment,ambient,no,ep,01.12.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/endless.melancholy/,https://music.youtube.com/playlist?list=OLAK5uy_k_-t7xL8fHi1vwX9PQJY_PV7CQdceZivk
Endless Melancholy,Escapist Sessions,ambient,no,ep,20.07.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/endless.melancholy/,https://music.youtube.com/playlist?list=OLAK5uy_lTct18NR01syRgVjJdx1OuB0bDj9DLRFQ
Endless Melancholy,Seamless,ambient,no,ep,13.11.2021,-,Київ,Kyiv,Past Inside the Present,M,https://www.instagram.com/endless.melancholy/,https://music.youtube.com/playlist?list=OLAK5uy_npCJf5MokX2XA3TkdeoRJGZfk8VpcoQyo
Endless Melancholy,Selected Works,electronic,no,lp,29.06.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/endless.melancholy/,https://music.youtube.com/playlist?list=OLAK5uy_nCIirsSUY1-yb431fqCH3p5mhJKZ1L_eo
Eskapism,Reminiscence,death metal / black metal,no,lp,24.08.2021,ua,Львів,Lviv,Todesritter Production,M,https://www.facebook.com/eskapismofficial/,https://music.youtube.com/watch?v=VwybEP73F_8&list=OLAK5uy_nUpmXV5NdPU7klyLdFmY5YC7fgX-GeaVc
Etapp Kyle,Nolove,electronic,no,ep,20.03.2021,-,Чернівці,Chernivtsi,OSGUT TON,M,https://www.instagram.com/etappkyle/,https://music.youtube.com/playlist?list=OLAK5uy_nrBIbIijj7f8PVPBcMFyML8tKU1rQCUzo
Everase,Go For Broke,rock,yes,lp,20.06.2021,en,Львів,Lviv,self-made,M,https://www.instagram.com/everaseband/,https://music.youtube.com/playlist?list=OLAK5uy_m8jqtci4deRw9WNMCx6O8SAK5GL0BxvK0
Eversince,The Path,electronic,no,lp,27.11.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/vadim.dobronravov,https://music.youtube.com/playlist?list=OLAK5uy_nnW00aEi5PV5KLKPFwdUsdGeDTeuAZ8go
Evgeny Khmara,Freedom to Move,instrumental,no,lp,20.10.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/evgenykhmara/,https://music.youtube.com/playlist?list=OLAK5uy_lld-l3nBsQZnzKMjRSeowwG_q4vY6fOuE
Exult,Саша любит нюхать клей,punk,no,lp,06.03.2021,ru,Київ,Kyiv,self-made,M,https://www.facebook.com/EXULTpunk/,https://exultband.bandcamp.com/
FARBA KINGDOM,House of Liberty,rock,yes,lp,18.04.2021,en,Одеса,Odesa,self-made,Mix,https://www.instagram.com/farbakingdom/,https://music.youtube.com/playlist?list=OLAK5uy_ljG_uY3PmrZGhaz5DaQ7YwhIMwwoxyfZ8
Fat Frumos,Breakboy,8bit,no,ep,19.03.2021,-,Одеса,Odesa,Suck Puck Recordz та Kitty on Fire Records,M,https://www.facebook.com/FrumosFat,https://fatfrumos.bandcamp.com/album/breakboy
Fightback,EP [2020],punk,yes,ep,03.02.2021,ru,Кривий Ріг,Kryvyi Rih,self-made,M,https://www.instagram.com/fightback_band/,https://fightback2018.bandcamp.com/album/ep-2020
Filthy Rich Preacher,desecrate and abuse,metal,no,ep,20.05.2021,en,Черкаси,Cherkasy,self-made,M,https://www.instagram.com/filthyrichpreacher_band/,https://filthyrichpreacherindustrial.bandcamp.com/album/desecrate-and-abuse-ep
Finger Trips,Be Young,hip-hop / rap,no,lp,01.08.2021,-,Полтава,Poltava,Potok Funka,M,https://www.facebook.com/fingertrips/,https://music.youtube.com/playlist?list=OLAK5uy_lBwLBjPKtqKPEs2J3LCoHYEMRRY5lJzOM
Firejam,Blackshine,rock,no,lp,11.03.2021,en,Львів,Lviv,self-made,M,https://www.facebook.com/FireJamBand/?fref=ts,https://music.youtube.com/playlist?list=OLAK5uy_k46aXY9J8nPqkLqFMhY_SpyUUG03jbUFE
Focusrights,"ew, music!",alternative,yes,lp,31.10.2021,,Одеса,Odesa,FOCUSRIGHTS,M,https://www.facebook.com/focusrights/,https://music.youtube.com/playlist?list=OLAK5uy_mnQKdPVXNhxZi3CgJ9T0QCsjsJbxf3BeE
Folknery,Hungry Shadows (Original Game Soundtrack),soundtrack,no,lp,09.10.2021,en,Київ,Kyiv,self-made,Mix,https://www.instagram.com/folknery/,https://music.youtube.com/playlist?list=OLAK5uy_lESsM9OR6VkSVL7hdt3Oj0Ub4ZXbW3Zf0
Folknery,"Two-Wheeled Chronicles, Vol. 2",worldwide,no,lp,01.04.2021,en,Київ,Kyiv,self-made,Mix,https://www.instagram.com/folknery/,https://music.youtube.com/playlist?list=OLAK5uy_kMXTOBGxZYTgoQcEZ7ojQ_bci5yY5S40c
Fraze-Frazenko,Безсмертна класика,hip-hop / rap,no,lp,04.04.2021,ua,Львів,Lviv,self-made,M,https://www.facebook.com/frazefrazenkopersonal,https://music.youtube.com/playlist?list=OLAK5uy_ljpZ2lFTKJ_7y2ylqgbkBkGDN8tgCn6X4
Fraze-Frazenko,Наголос на Е,hip-hop / rap,no,lp,04.11.2021,ua,Львів,Lviv,self-made,M,https://www.facebook.com/frazefrazenkopersonal,https://music.youtube.com/playlist?list=OLAK5uy_mwlEQm7MkzgzKfYb6R1i6Ru2uJSVRY6Rc
Freeky Cleen,Nowhere Special,rock,no,lp,06.05.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/freekycleen/,https://soundcloud.com/freekycleen/sets/freeky-cleen-nowhere-special
"Friedensreich, Splinter (UA), Vaxoid",Haven't we made it obvious?,techno,no,lp,06.08.2021,-,Київ,Kyiv,Corridor Audio,M,,https://music.youtube.com/playlist?list=OLAK5uy_k-kov0EVDNW-92TdlXtPnpkKw4RAj9mVs
Ganna,Dykyi Lys - Jazz Thing Next Generation Vol. 84,jazz,yes,lp,07.08.2021,ua,,,Double moon records,Mix,https://www.instagram.com/ganna_berlin/,https://music.youtube.com/playlist?list=OLAK5uy_lLpZQ4mzzYRuGZEKBs04QenJjGk1dFZDo
General Sherman,Evil Spirits,hip-hop / rap,no,lp,20.01.2021,en,Дніпро,Dnipro,self-made,M,https://www.facebook.com/generalandsherman/,https://soundcloud.com/generalandsherman/sets/evil-spirits
Gil'otina,Orgán,pop,no,lp,03.07.2021,ru,Київ,Kyiv,Worn Pop,M,https://www.facebook.com/gilotinataiga/,https://music.youtube.com/watch?v=YoaMaxzBA5M&list=OLAK5uy_m0KcSUNiKriDYX6v3Kr62wwcNDP0SBHfE
Ginger Snap5,The Beasts Came To The Town,breakbeat,no,lp,01.12.2021,en,Одеса,Odesa,self-made,M,https://www.facebook.com/gingersnap5music/,https://music.youtube.com/playlist?list=OLAK5uy_lMLsmvb4upRUGtbet2YIyF4zH09gHFzPQ
GIO DARA,Higher,pop,yes,ep,28.11.2021,en,Київ,Kyiv,,M,https://www.instagram.com/giodara_/,https://music.youtube.com/playlist?list=OLAK5uy_l6VJHw7ijkNATqASPmsFk0MtV8cgm3Jqk
Goatreich,Godfetor,black metal,yes,lp,05.02.2021,en,"Харків, Київ","Kharkiv, Kyiv",self-made,M,https://www.facebook.com/goatreich/,https://goatreich.bandcamp.com/releases
Gránat,Dusha / Душа,rock,yes,lp,06.03.2021,ua,Львів,Lviv,self-made,Mix,https://www.instagram.com/granat.band/,https://soundcloud.com/granat_band/sets/dusha-dusha
Grandma'pick,Never Be Without Friends,alternative,yes,ep,20.11.2021,en,"Рівне, Німеччина","Rivne, Germany",self-made,Mix,https://www.facebook.com/GrandmaPickOfficial/,https://music.youtube.com/playlist?list=OLAK5uy_l0BGqAkUs7NwsBBgzkD7MAvPBn41kG5ME
Grayshapes,Safe Place,metal,yes,ep,22.08.2021,en,Київ,Kyiv,self-made,M,https://www.instagram.com/grayshapes.band/,https://music.youtube.com/playlist?list=OLAK5uy_l9HpT7MtUbhwpHbnmcNW0UNF0zFbvF3g0
grotta,Пустое солнце,electronic,no,lp,11.11.2021,ru,Запоріжжя,Zaporizhzhia,Ниша,M,https://www.facebook.com/grottaUa/,https://music.youtube.com/watch?v=h1llC-xMhpk&list=OLAK5uy_le4MpPnIVugfVoq30Mvpa4perkIg5uPSE
GROZA,Гроза Твоей Печали,pop,no,lp,10.04.2021,ru,Одеса,Odesa,MUSIC DEVELOPMENT RUSSIA,F,https://www.instagram.com/ira.groza/?hl=uk,https://music.youtube.com/playlist?list=OLAK5uy_nopquYtMvQOCB-W6fEhY0iYGdZGF5T43Y
H O R E Y,Будь Собою,electronic,yes,ep,13.05.2021,ua,Київ,Kyiv,self-made,M,https://www.instagram.com/horey.official/,https://soundcloud.com/horeyua/sets/live-ep-bud-soboiu
H O R E Y,HOREY,indie,no,ep,23.04.2021,ua,Київ,Kyiv,self-made,M,https://www.instagram.com/horey.official/,https://soundcloud.com/horeyua/sets/horey
Harmata,Заряджай!,alternative,yes,ep,16.06.2021,ua,Київ,Kyiv,self-made,M,https://www.instagram.com/harmataband/,https://music.youtube.com/playlist?list=OLAK5uy_nElRRxfM-ZTIUaY13uyTge0gwN8CCrzCo
hasGotten,Fall Winter Two Thousand 19' Slash 20',rock,yes,ep,23.10.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/hasGotten/,https://music.youtube.com/playlist?list=OLAK5uy_mFgt7asyH6RhhSt05lpenGHuZ75ZR-vXM
Haspyd,Перехрестя двох вітрів,hard rock,no,lp,25.09.2021,ua,Харків,Kharkiv,Eternal Winter Records,M,https://www.facebook.com/haspyd,https://music.youtube.com/watch?v=ft_puFOPYok&list=OLAK5uy_l7F7uJPagy-C3nqla1q3BbPzI9XhQYI5w
hatroneli,Design,electronic,no,lp,25.03.2021,-,Київ,Kyiv,Peauty Fute,M,https://www.instagram.com/ostudinov/,https://peautyfute.bandcamp.com/album/design
hatroneli,Nayultryn,techno,no,ep,25.08.2021,-,Київ,Kyiv,Corridor Audio,M,https://www.instagram.com/ostudinov/,https://music.youtube.com/playlist?list=OLAK5uy_nv_wy-pTrGanybsXG6JkBBmlQ6hdke-3E
HAWX,Human,electronica,no,ep,20.11.2021,-,Київ,Kyiv,self-made,M,https://www.instagram.com/hawx_x/,https://music.youtube.com/playlist?list=OLAK5uy_l6GRUAmu4B10YqLfC6ps6LpvsYbw41Ut0
Heinali,Madrigals,electronic,no,lp,13.11.2021,-,Київ,Kyiv,Injazero Records,M,https://www.instagram.com/heinalimusic/,https://music.youtube.com/playlist?list=OLAK5uy_ktZ01uwpwHnPzetdvwcJwqPv9xh5j74Q8
Heinali та Михайло Балог,A Mechanical Bird in an Electric Garden,electronic,no,ep,03.04.2021,-,Київ,Kyiv,Injazero Records,M,,https://music.youtube.com/playlist?list=OLAK5uy_m0oH0XYk859lyJ_7vg3sshdRYyPWQQa9I
Hell:on,Scythian Stamm,metal,no,lp,01.11.2021,en,Запоріжжя,Zaporizhzhia,Hell Serpent Music,M,https://www.facebook.com/HellonOfficial/,https://music.youtube.com/playlist?list=OLAK5uy_lzdb_vCuVC2YHv7_aKkAxSNcapk43VSdY
Hidden Element,Comparisons,techno,no,ep,03.04.2021,-,Київ,Kyiv,Thousand Kisses Place,M,https://www.facebook.com/hiddenelementua,https://music.youtube.com/playlist?list=OLAK5uy_lqEOiQUMlxM6QUFy3o8dfqqqUozjuSpgM
Hidden Element,Kontinuum,techno,no,ep,02.10.2021,-,Київ,Kyiv,Thousand Kisses Place,M,https://www.facebook.com/hiddenelementua,https://music.youtube.com/playlist?list=OLAK5uy_myE4HX3cj0SD6lZJVeHDYAa8a6RXhSGJA
HOBOSS,Lounge Feeling,pop,yes,ep,16.10.2021,en,Київ,Kyiv,self-made,Mix,https://www.instagram.com/hoboss.are.here/,https://music.youtube.com/playlist?list=OLAK5uy_kGOdV0vSwgYJl5xImp0B-uF7qzRPXt0C0
I Miss My Death,Mysto,metal,no,lp,09.04.2021,ua,Київ,Kyiv,self-made,Mix,https://www.facebook.com/imissmydeath/,https://music.youtube.com/watch?v=oCcWe9LWt4g&list=OLAK5uy_lb9G4_vKn8uB6syyEXwUKYyncR7CrrzIE
IDFX,Дикие Сердцем,hip-hop / rap,yes,ep,17.12.2021,ru,Одеса,Odesa,Слушай Сюда,M,https://www.instagram.com/idfx.idfx/,https://music.youtube.com/playlist?list=OLAK5uy_mJlQ-2HMRxt8Wk65MrUKgjlcOdA2jDRPA
IDXO,Монохром,electronic,no,ep,11.09.2021,ua,Київ,Kyiv,Best Music,M,https://www.facebook.com/IDXO-101166337969971/,https://music.youtube.com/playlist?list=OLAK5uy_n1tPpdQKEl1CQ1dNNRmKVMjzBwrRSStrk
Ieschure,Cold Stars Of Eternity,black metal,no,ep,15.08.2021,en,Рівне,Rivne,self-made,F,https://www.facebook.com/ieschure,https://ieschure.bandcamp.com/album/cold-stars-of-eternity
Ieschure,Phantoms Of God,black metal,no,ep,26.01.2021,en,Рівне,Rivne,self-made,F,https://www.facebook.com/ieschure,https://ieschure.bandcamp.com/album/phantoms-of-god
Ignea,The Realms of Fire and Death,metal,no,lp,17.04.2021,en,Київ,Kyiv,self-made,Mix,https://www.facebook.com/ignea.band,https://music.youtube.com/playlist?list=OLAK5uy_kj4sLW-mK8MfRJJo-tnNyLHDHbXpX346k
IMLA,Joker,rock,yes,lp,11.09.2021,ua,Київ,Kyiv,self-made,M,https://www.facebook.com/IMLABAND/,https://music.youtube.com/playlist?list=OLAK5uy_m-nld7NCVWIbBS8diy6DJHTeFha9u32dk
Inner Suffering,Summer Ends,post-rock,no,lp,10.10.2021,-,"Tulsa, USA","Tulsa, USA",self-made,M,https://www.facebook.com/Inner-Suffering-164436420866143/,https://innersuffering.bandcamp.com/album/summer-ends
IslandInside,Internet,alternative,no,ep,03.08.2021,en,Київ,Kyiv,SYSTEMASYSTEM,M,https://www.facebook.com/IslandInside/,https://music.youtube.com/playlist?list=OLAK5uy_l0XhQvbwBW7SHn_ii2tbYtIc1hqpSYMeM
Ivan Dorn & Seven Davis Jr.,Numbers,electronic,no,ep,26.04.2021,en,Київ,Kyiv,Masterskaya,M,https://www.instagram.com/dorn_ivan/,https://music.youtube.com/playlist?list=OLAK5uy_kYClQ9G8GtsxS_C7AMeRq1MiXfW8FDCck
Jointjay,From Everywhere,hip-hop / rap,yes,lp,20.05.2021,-,Львів,Lviv,Past Future Jam,M,https://www.instagram.com/joint.jay/,https://music.youtube.com/playlist?list=OLAK5uy_l3tSElO8fyybKrCWU4mVguSlu7mFtYJoI
Jonathan Livingston,Дурман,indie pop,no,ep,15.05.2021,ua,Львів,Lviv,Masterskaya,M,https://www.facebook.com/jonathanlivingstonband/,https://music.youtube.com/playlist?list=OLAK5uy_nAHEwZKC6wkw96m7577ayEqiD6cbhrt0U
Joneser,Back Two Me,alternative,no,lp,18.02.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/joneser99/,https://music.youtube.com/playlist?list=OLAK5uy_mFvsM_3j05RTApNr9e00PG9LnoVq6cM6A
Juntama,Monogatari,alternative,yes,ep,30.07.2021,ru,Одеса,Odesa,self-made,M,https://www.facebook.com/Juntama-101822478175177/,https://music.youtube.com/playlist?list=OLAK5uy_lteIMt2dIgROMOryZM4ZpvLwONY7M9C6Y
Karoon,Silska Mistyka,electronic,yes,ep,07.07.2021,ua,Київ,Kyiv,self-made,Mix,https://www.instagram.com/karoonband/,https://music.youtube.com/playlist?list=OLAK5uy_kt7FZQdtO2GDjoSSiYpHVYFU1ZJovKJ6E
Kaswarh,M45•ΠΛΕΙΆΔΕΣ,ambient,yes,lp,17.11.2021,-,Чернігів,Chernihiv,self-made,M,https://www.facebook.com/lugburzsleed/,https://lugburzsleed.bandcamp.com/album/m45
Katarina Gryvul,Inside the Creatures,electronic,yes,lp,01.01.2021,en,Kraków,Cracow,self-made,F,https://www.instagram.com/katarina_gryvul/,https://music.youtube.com/watch?v=V7bPAjv-XkA&list=OLAK5uy_n8BAIRxz7OimH05vjXuwbesqrsyJD_8d8
"Katarina Gryvul, Nastya Vogan, Tofudj, Maryana Klochko, Voin Oruwu, Recid, John Object, Genetica",Intermission,electronic,no,lp,09.12.2021,-,Київ,Kyiv,Standard Deviation,Mix,,https://music.youtube.com/playlist?list=OLAK5uy_mKXFzVrCgtFHwHf3AuRRKfrn7hk96M_nQ
Khors,Де Слово Набуває Вічності,metal,no,lp,15.09.2021,ua,Харків,Kharkiv,Ashen Dominion,M,https://www.facebook.com/Khorsband,https://music.youtube.com/playlist?list=OLAK5uy_neRaLjnFGcZ0jUmIdYkMVH5erjA1Ux2os
King Imagine,Autumn Fall,jazz,no,lp,31.05.2021,-,Київ,Kyiv,Mavka,M,https://www.facebook.com/KingImagineUA/,https://music.youtube.com/watch?v=NXQc5Qqs5L0&list=OLAK5uy_nhrdfl6CoPbSgR0GKrlcikAmf8ALntVYI
King Imagine & Dararat Chemnasiri,Abstract Experience,electronic,no,lp,22.07.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/KingImagineUA/,https://kingimagine2.bandcamp.com/album/abstract-experience
King Imagine & Dararat Chemnasiri,Acts & Moods,electronic,no,lp,24.05.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/KingImagineUA/,https://kingimagine2.bandcamp.com/album/acts-moods
King Imagine & Dararat Chemnasiri,Acts & Moods Part 2,electronic,no,lp,05.07.2021,-,Київ,Kyiv,self-made,M,https://www.facebook.com/KingImagineUA/,https://kingimagine2.bandcamp.com/album/acts-moods-part-2
King Imagine & Genesis Breyer P-Orridge,Object 23 (For Gen),electronic,no,lp,03.08.2021,-,Київ,Kyiv,SKP Records,M,,https://skprecords.bandcamp.com/album/king-imagine-genesis-breyer-p-orridge-object-23-for-gen
KLIM beats,Monochrome,hip-hop / rap,no,ep,16.10.2021,-,Київ,Kyiv,NINETOFIVE,M,https://www.facebook.com/klimbeatsmusic/,https://music.youtube.com/playlist?list=OLAK5uy_latTa6EQZInybSwulrJwR8VY7CGwHaiVU
KLIM beats,Snippets of Life,hip-hop / rap,no,lp,16.04.2021,-,Київ,Kyiv,NINETOFIVE,M,https://www.facebook.com/klimbeatsmusic/,https://music.youtube.com/playlist?list=OLAK5uy_mHupegT2820giLYj9w4DwZJW08qaH3c7w
KLIM beats,Vibrations,hip-hop / rap,no,lp,24.07.2021,-,Київ,Kyiv,NINETOFIVE,M,https://www.facebook.com/klimbeatsmusic/,https://music.youtube.com/playlist?list=OLAK5uy_mcKdavJMLilxHC6xvUw7hPJfju3pJCMb4
Koloah,Borderlines,electronic,no,ep,22.05.2021,-,Київ,Kyiv,Thousand Kisses Place,M,https://www.instagram.com/koloah/,https://music.youtube.com/playlist?list=OLAK5uy_lUPF2b-PbuEFg5dIIXPul3CX2wzOZMg2Y
Koloah,Vacuus Verus Victoria,new age,no,ep,24.12.2021,-,Київ,Kyiv,Salon Imaginalis,,https://www.instagram.com/koloah/,https://music.youtube.com/playlist?list=OLAK5uy_nU-r7uP7ukchCBK7-lKUYlcJr5VSC3kA8
Korypheus,Over the Rainbow,metal,yes,lp,20.11.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/Korypheusband/,https://music.youtube.com/watch?v=o1DyuM2_okE&list=OLAK5uy_mdV0youcGfttbAdBD_XYBcDoASY-NsoiA
Kotra,Namir,idm / experimental,no,lp,05.06.2021,-,Київ,Kyiv,kvitnu,M,https://www.facebook.com/kotra.artist/,https://music.youtube.com/playlist?list=OLAK5uy_lYW9UCgqqL21-0O-4xGW12L-cdmvo9SSE
Krapka;KOMA,Time's Not Real,electronic,yes,ep,27.09.2021,en,Львів,Lviv,self-made,F,https://www.facebook.com/krapkakomamusic/,https://music.youtube.com/playlist?list=OLAK5uy_mFeBJnEUh_cI6dMqpd8TIWggYCHz406fw
Krechet,Пишність,hip-hop,yes,lp,28.08.2021,ua,-,-,self-made,M,https://www.facebook.com/Krechetofficial/,https://music.youtube.com/playlist?list=OLAK5uy_m7KMRLNBw2yDfSSEDR_85Tk01-zNKkJ4g
KRIKK LAZE,Кем я хочу стать когда вырасту,hip-hop / rap,no,lp,28.04.2021,ru,Дебальцеве,Debaltseve,self-made,M,https://twitter.com/saykrikky,https://soundcloud.com/saykrikky/sets/who-i-wanna-be
Kulshenka,Хто Захистить Від Повені Дерева,alternative,yes,ep,02.02.2021,ua,Київ,Kyiv,self-made,F,https://www.instagram.com/kulshenka_official/,https://music.youtube.com/playlist?list=OLAK5uy_k9OYqCteOt4BQYsBfjJFSP6Z8ROMnZA14
kumglv,mayday,rock,yes,ep,20.08.2021,en,Київ,Kyiv,self-made,M,https://www.facebook.com/kumglv/,https://music.youtube.com/playlist?list=OLAK5uy_lHpjIk7QDsrbpPPqoB9J_TSSV8Mph-z0Y
KYIVSTONER,"ЛЮТАЯ ПОПСА
",dance,yes,lp,10.07.2021,ru,Київ,Kyiv,self-made,M,https://www.instagram.com/kyivstoner/,https://music.youtube.com/playlist?list=OLAK5uy_nA1tZQUlXpg5SdhP2GJi9V7qiVTeIkW8Y
KYSLA,Будда,dance,yes,ep,09.03.2021,ua,Львів ,Lviv ,self-made,Mix,https://www.facebook.com/kysla.official,https://music.youtube.com/playlist?list=OLAK5uy_nridCH7Z7m6SZbicTxm3B-gqN8WbqD5hM
La Horsa Bianca,Diluvian Beat,prog-rock / art rock,no,lp,11.12.2021,ua,Харків,Kharkiv,self-made,mix,https://www.facebook.com/lahorsabianca,https://music.youtube.com/playlist?list=OLAK5uy_lnQhhvgkvpaRphDWuo9muzsl9te8qFGBg
